1, 0.001775689428426905
2, 6.169860402515636E-4
3, 1.0834815682608917E-4
4, 3.025704644755394E-5
5, 2.3171250139495192E-5
6, 1.6443434807422728E-5
7, 1.18911479579679E-5
8, 7.571123189656612E-6
9, 4.122907649943621E-6
10, 1.3457609430038773E-6
11, 7.322425935030063E-7
12, 1.6783464939717686E-6
13, 5.002081255603426E-7
14, 1.856185443027833E-7
15, 4.7348990572917357E-7
16, 1.0654920526123834E-6
17, 2.205166171241454E-6
18, 3.2849137496496305E-6
19, 1.2624138289048556E-6
20, 5.095794492994426E-7
21, 3.3884987746309724E-7
22, 1.005328326507092E-6
23, 1.1238592552779272E-6
24, 8.381762898983226E-8
25, 3.8858375719807694E-6
26, 5.336326391912019E-6
27, 5.444620486259744E-6
28, 1.8879965858186158E-6
29, 1.1213424456795609E-6
30, 2.5435520115441735E-6
31, 3.477584707190169E-6
32, 3.6781710903711492E-6
33, 2.7160620032378393E-6
34, 1.244121194920142E-6
35, 1.5869515625877148E-8
36, 1.0296367346889826E-6
37, 2.750570873657165E-6
38, 1.7125420528506373E-6
39, 3.66613744749096E-7
40, 3.0884457225105455E-7
41, 3.019191334142499E-7
42, 1.31550123500762E-7
43, 9.104063330344074E-7
44, 1.7073168598524108E-6
45, 1.335578715360227E-6
46, 5.245951124614389E-7
47, 1.191568438623175E-6
48, 9.540263690827936E-7
49, 7.36114500934325E-7
50, 1.8646071907121448E-6
51, 1.6638908920125885E-6
52, 1.7938029539074056E-8
53, 9.60242180858298E-7
54, 2.786826491810402E-6
55, 3.016236236318569E-6
56, 3.4041305239480904E-6
57, 3.784582099067913E-6
58, 3.890875845359307E-6
59, 3.908283800111964E-6
60, 4.358871138538515E-6
61, 5.676511088550245E-6
62, 7.173101388106485E-6
63, 5.643560673588523E-6
64, 4.670609414471565E-6
65, 4.103749953662222E-6
66, 3.6255900300540446E-6
67, 3.333181353283436E-6
68, 1.923167997572519E-6
69, 6.983289175480133E-7
70, 1.0877005422745732E-6
71, 1.6987272792703067E-6
72, 2.661774227073264E-7
73, 1.7275912373840808E-6
74, 3.474289226660799E-6
75, 2.420528554949974E-6
76, 2.743899916284794E-6
77, 3.604679606388981E-7
78, 1.962439357089388E-6
79, 3.3516019248788285E-6
