3, 2.2660911358045697
4, 1.483889293213886
5, 1.4840922398982404
6, 1.3473679820685642
7, 1.2401926171015547
8, 1.2350964133203637
9, 1.1959159526369136
10, 1.1580470801010438
11, 1.1558288688213991
12, 1.136455600945669
13, 1.11599802560745
14, 1.11409721092192
15, 1.1033241317995484
16, 1.0904951353497048
17, 1.0891168341957231
18, 1.0826570320698774
19, 1.0744582180721958
20, 1.07363240413137
21, 1.0692338522447384
22, 1.0639929870815845
23, 1.0640304730010897
24, 1.0606653795350107
25, 1.0566954031153788
26, 1.0565380696526294
27, 1.0541054495367952
28, 1.0507094260287462
29, 1.0503769763926858
30, 1.0478268822162684
31, 1.0451190079443642
32, 1.0448463956157459
33, 1.0432047709746994
34, 1.0409352255189024
35, 1.0406685563292133
36, 1.0391536310198184
37, 1.0376058642256667
38, 1.0376802256731779
39, 1.0365447243903696
40, 1.0349633971308099
41, 1.0347975938921614
42, 1.0336973491875776
43, 1.0324295706716422
44, 1.032411097483307
45, 1.031447838015536
46, 1.0302528964207585
47, 1.0301169845743932
48, 1.0293337138957057
49, 1.028334847480174
50, 1.0282253070425882
51, 1.027359652955767
52, 1.0264317368029168
53, 1.0262865473852072
54, 1.0256129317868803
55, 1.0248921460892304
56, 1.0248768398787131
57, 1.0244242894982147
58, 1.0237835836992006
59, 1.0237767549613694
60, 1.0233672242619716
61, 1.0227140894148847
62, 1.0226833865087095
63, 1.0223316660836257
64, 1.0217930612065325
65, 1.0217774599127578
66, 1.0214448533667992
67, 1.0208605291797967
68, 1.0207636643760132
69, 1.0205058790680304
70, 1.0199509506932165
71, 1.0198348865868687
72, 1.0193956180218702
73, 1.0188838522254637
74, 1.018773576423684
75, 1.0185429471001646
76, 1.0180427211651184
77, 1.0179256016759777
78, 1.0175959614136934
79, 1.0172231385571113
80, 1.0171931832616072
81, 1.016999721656721
82, 1.0166874805413397
83, 1.0167005325670833
84, 1.0165022067553326
85, 1.0162312366759028
86, 1.0162518444407782
87, 1.015987986020762
88, 1.0156426484481658
89, 1.0155632369645091
90, 1.0153662264125514
91, 1.0151451264296443
92, 1.0151752140938075
93, 1.014943957128125
94, 1.0146425826890242
95, 1.0145716847366029
96, 1.0143526863299257
97, 1.0140934227333167
98, 1.014056458070712
99, 1.0139099130267866
100, 1.0136721415845211
101, 1.0136496171014726
102, 1.0134781551329421
103, 1.0132627958435272
104, 1.0132452710483304
105, 1.0130858885462048
106, 1.0128329625167292
107, 1.0127679150154778
108, 1.0126317006324277
109, 1.01245222216784
110, 1.012445166924583
111, 1.0123552863353875
112, 1.0121767826534278
113, 1.0121562427425845
114, 1.0120028208560177
115, 1.0118415284533828
116, 1.0118402003395621
117, 1.011731747429679
118, 1.0115434756047916
119, 1.0115053593334944
120, 1.0113940820439047
121, 1.0112348291706896
122, 1.011221945488933
123, 1.0111202004005864
124, 1.0109692190520132
125, 1.0109564380221094
126, 1.0108526660775143
127, 1.0107136364501135
128, 1.010706329433378
129, 1.0106435215278384
130, 1.0105029112629142
131, 1.0104867216455364
132, 1.0103734828089135
133, 1.0102412581561748
134, 1.0102305710984998
135, 1.0101528129034671
136, 1.0100157451834613
137, 1.0099913416008544
138, 1.0099274295760072
139, 1.0097785375445647
140, 1.0097396166951311
141, 1.0096527165294333
142, 1.0095083714548274
143, 1.009465310572175
144, 1.0093834241799862
145, 1.0092589939378003
146, 1.0092371374540938
147, 1.0091564217207702
148, 1.009073453256491
149, 1.0090879071835845
150, 1.009048728467799
151, 1.0089777812097007
152, 1.0089959767303762
153, 1.0089283992856786
154, 1.0088351443826558
155, 1.0088287820329296
